AccountID,AccNumber,CardNumber,AccountGroupID,AccountGroupName,Title,FirstName,LastName,Status,OtherName_1,OtherName_2,Street_1,Street_2,Street_3,City,State,Country,PCode,PhoneHome,PhoneWork,Fax,Mobile,Email1st,Email2nd,PostalStreet_1,PostalStreet_2,PostalStreet_3,PostalCity,PostalState,PostalCountry,PostalPCode,Comment,DateJoined,DateNextRenewal,DateLastRenewal,DateExpiry,MembershipID,RenewalID,DateBirth,Gender,DoNotPost,DoNotEmail,DoNotSMS,DoNotPhone,ExportCode_1,ExportCode_2,CreditLimit,DiscountLimit,StopCredit,CashOnly,PointsEarnOK,PointsRedeemOK,PointsPercent,UseCALinkPnts,AccountType,AllowedVenueID,AllowedOperatorID,PriceNumber,PricingMode,PricingSortType,PricingPercent,DiscNumber,UseGroupSettings,StatemtComment,OrderNumReqd,CustomFlag_1,CustomFlag_2,CustomFlag_3,CustomFlag_4,CustomFlag_5,CustomFlag_6,CustomFlag_7,CustomFlag_8,CustomFlag_9,CustomFlag_10,CustomNum_1,CustomNum_2,CustomNum_3,CustomNum_4,CustomNum_5,CustomDate_1,CustomDate_2,CustomDate_3,CustomDate_4,CustomDate_5,CustomText_1,CustomText_2,CustomText_3,CustomText_4,CustomText_5,CustomText_6,CustomText_7,CustomText_8,CustomText_9,CustomText_10,CustomText_11,CustomText_12,CustomText_13,CustomText_14,CustomText_15,CustomText_16,CustomText_17,CustomText_18,CustomText_19,CustomText_20,Account Balance,GrossTurnover,NettTurnover,PointsEarned,PointsRedeemed,Joining Fees Paid,Renewals Paid,Count of Visits,DateLastTrans
,,,,,,Lawrence,Simmons,Active,,,,,,,,,,,,,,lsimmonskh@dailymail.co.uk,,,,,,,,,,,,,,,,Nov 28 1931  4:01PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Raymond,Kelly,Active,,,,,,,,,,,,,,rkellybi@rambler.ru,,,,,,,,,,,,,,,,Dec 28 1957  6:02AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rose,Fox,Active,,,,,,,,,,,,,,rfoxh5@reuters.com,,,,,,,,,,,,,,,,Oct 18 1957 11:05AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Linda,Williamson,Active,,,,,,,,,,,,,,lwilliamson3k@msn.com,,,,,,,,,,,,,,,,Nov  1 1958  2:18PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Clarence,Price,Active,,,,,,,,,,,,,,cprice8@ustream.tv,,,,,,,,,,,,,,,,Feb  7 1986  8:14PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Gloria,Brooks,Active,,,,,,,,,,,,,,gbrooks32@rediff.com,,,,,,,,,,,,,,,,Dec 11 1978 12:07PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Joyce,Rose,Active,,,,,,,,,,,,,,jrose4s@about.com,,,,,,,,,,,,,,,,Jul 19 1964  1:58PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Charles,Watson,Active,,,,,,,,,,,,,,cwatsongl@trellian.com,,,,,,,,,,,,,,,,Jan 16 1963  5:09PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Michael,Mills,Active,,,,,,,,,,,,,,mmills8o@bloglines.com,,,,,,,,,,,,,,,,Apr  3 1956  9:58PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Russell,Payne,Active,,,,,,,,,,,,,,rpayne6m@forbes.com,,,,,,,,,,,,,,,,May  8 1927 11:55AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Douglas,Woods,Active,,,,,,,,,,,,,,dwoodsi3@yelp.com,,,,,,,,,,,,,,,,May 25 1913  6:18PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jean,Gordon,Active,,,,,,,,,,,,,,jgordoneg@instagram.com,,,,,,,,,,,,,,,,Aug  4 1992 12:06AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,James,Stewart,Active,,,,,,,,,,,,,,jstewartkv@istockphoto.com,,,,,,,,,,,,,,,,Aug 20 1973 12:22AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jimmy,Moore,Active,,,,,,,,,,,,,,jmooreu@wix.com,,,,,,,,,,,,,,,,Apr 27 1959  6:53AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Patricia,Bowman,Active,,,,,,,,,,,,,,pbowman66@weebly.com,,,,,,,,,,,,,,,,Mar 17 1971 10:59PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Doris,Greene,Active,,,,,,,,,,,,,,dgreeneg9@sbwire.com,,,,,,,,,,,,,,,,Mar 13 1990 11:42AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fred,Banks,Active,,,,,,,,,,,,,,fbanksa4@upenn.edu,,,,,,,,,,,,,,,,Oct 27 1960  9:52PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Marie,Carpenter,Active,,,,,,,,,,,,,,mcarpenter2@auda.org.au,,,,,,,,,,,,,,,,Nov 19 1939  2:28PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Karen,Mccoy,Active,,,,,,,,,,,,,,kmccoyf6@nbcnews.com,,,,,,,,,,,,,,,,Dec 16 1975  1:04AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jack,Riley,Active,,,,,,,,,,,,,,jrileyih@barnesandnoble.com,,,,,,,,,,,,,,,,Feb 27 1961  9:11AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rebecca,Hudson,Active,,,,,,,,,,,,,,rhudsonfw@yellowpages.com,,,,,,,,,,,,,,,,Oct 26 1926  6:07PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,James,Ramos,Active,,,,,,,,,,,,,,jramos7s@ycombinator.com,,,,,,,,,,,,,,,,Jul 30 1949  3:33AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Eric,Hamilton,Active,,,,,,,,,,,,,,ehamiltonjc@pagesperso-orange.fr,,,,,,,,,,,,,,,,Oct 24 1957  1:54AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Karen,Price,Active,,,,,,,,,,,,,,kpriceg5@google.pl,,,,,,,,,,,,,,,,Sep 26 1974  7:52PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Heather,Foster,Active,,,,,,,,,,,,,,hfostergb@altervista.org,,,,,,,,,,,,,,,,Jan 22 1986 12:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Janice,Watson,Active,,,,,,,,,,,,,,jwatsonh7@amazonaws.com,,,,,,,,,,,,,,,,Apr 21 1990 12:11PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Steve,Johnston,Active,,,,,,,,,,,,,,sjohnstongx@adobe.com,,,,,,,,,,,,,,,,Jul 18 1968  5:31AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Albert,Grant,Active,,,,,,,,,,,,,,agrantiw@youku.com,,,,,,,,,,,,,,,,Nov 20 1928  6:54PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Kevin,Stevens,Active,,,,,,,,,,,,,,kstevensde@nhs.uk,,,,,,,,,,,,,,,,Jun 19 1956  9:26PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Carlos,Gonzalez,Active,,,,,,,,,,,,,,cgonzalezkr@so-net.ne.jp,,,,,,,,,,,,,,,,Mar 16 1995 10:35AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Carol,Anderson,Active,,,,,,,,,,,,,,canderson4v@youku.com,,,,,,,,,,,,,,,,Sep 14 1989 10:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Aaron,Dunn,Active,,,,,,,,,,,,,,adunndp@cocolog-nifty.com,,,,,,,,,,,,,,,,Aug 22 1986  7:08AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Carolyn,Porter,Active,,,,,,,,,,,,,,cporterhb@wix.com,,,,,,,,,,,,,,,,Jan  5 1948 11:53AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Alice,Carroll,Active,,,,,,,,,,,,,,acarroll76@springer.com,,,,,,,,,,,,,,,,Apr 28 1951  5:32AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Alice,Price,Active,,,,,,,,,,,,,,aprice3m@aol.com,,,,,,,,,,,,,,,,Jul 30 1932 10:07PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nicole,Morgan,Active,,,,,,,,,,,,,,nmorganl9@sciencedaily.com,,,,,,,,,,,,,,,,Apr 26 1977  2:43PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nicholas,Fernandez,Active,,,,,,,,,,,,,,nfernandez1d@pagesperso-orange.fr,,,,,,,,,,,,,,,,Oct  9 1914  7:42PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jane,Lynch,Active,,,,,,,,,,,,,,jlynchgo@friendfeed.com,,,,,,,,,,,,,,,,Aug  8 1987  1:03PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Evelyn,Lopez,Active,,,,,,,,,,,,,,elopez72@unesco.org,,,,,,,,,,,,,,,,Feb 11 1978 12:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Anne,Russell,Active,,,,,,,,,,,,,,arussellc7@printfriendly.com,,,,,,,,,,,,,,,,Jan 27 1928  2:07AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nicholas,Jenkins,Active,,,,,,,,,,,,,,njenkins5y@hao123.com,,,,,,,,,,,,,,,,Jul  9 1916  4:28AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Joshua,Hawkins,Active,,,,,,,,,,,,,,jhawkins3h@123-reg.co.uk,,,,,,,,,,,,,,,,Apr 27 1979  1:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Adam,Bowman,Active,,,,,,,,,,,,,,abowmanaa@tmall.com,,,,,,,,,,,,,,,,Aug 20 1945  2:31PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Theresa,Lee,Active,,,,,,,,,,,,,,tlee6b@time.com,,,,,,,,,,,,,,,,Jan 13 1979 12:42PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Roy,Burton,Active,,,,,,,,,,,,,,rburtonw@opera.com,,,,,,,,,,,,,,,,Dec 27 1942  9:41PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Samuel,Willis,Active,,,,,,,,,,,,,,swillis3y@usnews.com,,,,,,,,,,,,,,,,Sep 17 1946  1:43AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lawrence,Thomas,Active,,,,,,,,,,,,,,lthomasac@accuweather.com,,,,,,,,,,,,,,,,Dec 16 1963 11:04PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Johnny,Reed,Active,,,,,,,,,,,,,,jreediy@tripadvisor.com,,,,,,,,,,,,,,,,Jul 13 1962 10:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jacqueline,Fox,Active,,,,,,,,,,,,,,jfoxbk@msn.com,,,,,,,,,,,,,,,,Oct  8 1987  9:28PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Andrew,Peters,Active,,,,,,,,,,,,,,apetersjg@unicef.org,,,,,,,,,,,,,,,,Jun 30 1975  3:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Aaron,Howard,Active,,,,,,,,,,,,,,ahoward4f@sun.com,,,,,,,,,,,,,,,,Jun 15 1913  5:42PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Frances,Howard,Active,,,,,,,,,,,,,,fhoward8r@mayoclinic.com,,,,,,,,,,,,,,,,Mar 10 1932  3:43PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Philip,Anderson,Active,,,,,,,,,,,,,,panderson1i@dagondesign.com,,,,,,,,,,,,,,,,Mar  8 1937  7:04PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Virginia,Moore,Active,,,,,,,,,,,,,,vmoore2v@feedburner.com,,,,,,,,,,,,,,,,Dec 24 1942  9:26PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Norma,Reyes,Active,,,,,,,,,,,,,,nreyesbg@wix.com,,,,,,,,,,,,,,,,Mar 22 1968 10:45AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Melissa,Richardson,Active,,,,,,,,,,,,,,mrichardson5i@theguardian.com,,,,,,,,,,,,,,,,Jul 17 1934  8:26PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jessica,Scott,Active,,,,,,,,,,,,,,jscott91@ocn.ne.jp,,,,,,,,,,,,,,,,Aug 10 1940  5:19PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Willie,Pierce,Active,,,,,,,,,,,,,,wpierce73@bloglovin.com,,,,,,,,,,,,,,,,Nov  6 1915  9:47AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Kathy,Kelly,Active,,,,,,,,,,,,,,kkelly3c@msu.edu,,,,,,,,,,,,,,,,Nov 17 1984 10:38PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Christina,George,Active,,,,,,,,,,,,,,cgeorgefi@virginia.edu,,,,,,,,,,,,,,,,Jul  6 1933  2:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lawrence,Clark,Active,,,,,,,,,,,,,,lclarkfd@desdev.cn,,,,,,,,,,,,,,,,Aug  8 1926  1:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Justin,Welch,Active,,,,,,,,,,,,,,jwelch67@wiley.com,,,,,,,,,,,,,,,,Jul 29 1979  7:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diane,Moore,Active,,,,,,,,,,,,,,dmooregk@51.la,,,,,,,,,,,,,,,,Jan  1 1971  3:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Margaret,Kennedy,Active,,,,,,,,,,,,,,mkennedykl@rediff.com,,,,,,,,,,,,,,,,Jun  8 1967  8:22PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Willie,Ramos,Active,,,,,,,,,,,,,,wramos2c@1und1.de,,,,,,,,,,,,,,,,Jun  6 1952  4:47AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Albert,Murray,Active,,,,,,,,,,,,,,amurrayi@ycombinator.com,,,,,,,,,,,,,,,,Apr  7 1951  1:31PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Irene,Stone,Active,,,,,,,,,,,,,,istoneho@phoca.cz,,,,,,,,,,,,,,,,Feb 22 1971  2:16PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,William,Moore,Active,,,,,,,,,,,,,,wmoorei4@123-reg.co.uk,,,,,,,,,,,,,,,,Apr 12 1929  8:44AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nicholas,Ford,Active,,,,,,,,,,,,,,nfordaj@businessinsider.com,,,,,,,,,,,,,,,,May  9 1963  4:58AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dennis,Woods,Active,,,,,,,,,,,,,,dwoodsjy@technorati.com,,,,,,,,,,,,,,,,Jun 30 1936  3:51AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Eugene,Gordon,Active,,,,,,,,,,,,,,egordonfv@tiny.cc,,,,,,,,,,,,,,,,Oct 26 1950  7:34AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Eugene,Jordan,Active,,,,,,,,,,,,,,ejordan9c@cisco.com,,,,,,,,,,,,,,,,Mar  5 1931  7:40AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Henry,Phillips,Active,,,,,,,,,,,,,,hphillips87@google.es,,,,,,,,,,,,,,,,Feb 14 1956  6:04PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Todd,Rodriguez,Active,,,,,,,,,,,,,,trodriguezkt@reddit.com,,,,,,,,,,,,,,,,Jun 12 1952  7:16PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Charles,Gray,Active,,,,,,,,,,,,,,cgray2l@home.pl,,,,,,,,,,,,,,,,Oct 11 1992  3:56AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Richard,Myers,Active,,,,,,,,,,,,,,rmyersl5@themeforest.net,,,,,,,,,,,,,,,,Apr 15 1962  9:59AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,David,Johnston,Active,,,,,,,,,,,,,,djohnston4w@barnesandnoble.com,,,,,,,,,,,,,,,,May 13 1979  1:08AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Bobby,Carter,Active,,,,,,,,,,,,,,bcarter1t@apple.com,,,,,,,,,,,,,,,,Dec 19 1931 12:49AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Russell,Hunter,Active,,,,,,,,,,,,,,rhunterj4@illinois.edu,,,,,,,,,,,,,,,,Mar 19 1927  8:41AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Patricia,Andrews,Active,,,,,,,,,,,,,,pandrewsc4@clickbank.net,,,,,,,,,,,,,,,,Apr 11 1952  6:35AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nicholas,Porter,Active,,,,,,,,,,,,,,nporter5z@deliciousdays.com,,,,,,,,,,,,,,,,Mar 25 1946  7:53AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nicole,Tucker,Active,,,,,,,,,,,,,,ntucker26@pagesperso-orange.fr,,,,,,,,,,,,,,,,Sep 22 1969 11:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
